#Мой рабочий для отладки
#Код_слоя	КК	ХЛ	Нужно	Можно	Графика	Тип	Номер	Цвет	Ранг	Приоритет	Наименование объекта
$
6	63100000	U	55,	,	0	0	0	0	0	0	Граница смены материала покрытия (на автодорогах)
6	63200000	U	84,	102,	0	0	0	0	0	0	Указатель для обозначения расстояния между пунктами
6	63210000	1	52,	,	0	0	0	0	0	0	Локализованная характеристика расстояния между населенными пунктами
6	63300000	2	53,	,	0	0	0	0	0	0	Габаритная рамка номера автомобильной дороги
6	63400000	U	51,54,	,	0	0	0	0	0	0	Указатель количества путей и вида тяги ж/д
6	63800000	U	,	102,	0	0	0	0	0	0	Указатель участка дорог со значительными уклонами
6	63900000	U	,	102,	0	0	0	0	0	0	Указатель участка дорог с малым R поворота
7	71111110	1	,	62,	0	0	0	0	0	0	Леса густые высокие (обычные)
7	71111110	U	,	,	0	0	0	0	0	0	Леса густые высокие (обычные)
7	71111110	2	,	1,9,102,	0	0	0	0	0	0	Леса густые высокие (обычные)
7	71111110	3	,	1,9,60,61,62,102,	0	0	0	0	0	0	Леса густые высокие (обычные)
7	71111112	1	,	9,	0	0	0	0	0	0	Пальмовые рощи
7	71111112	3	,	9,	0	0	0	0	0	0	Пальмовые рощи
7	71111120	3	,	1,9,60,61,62,	0	0	0	0	0	0	Леса густые низкорослые (карликовые)
7	71111210	3	,	9,	0	0	0	0	0	0	Леса редкие высокие (обычные)
7	71111220	3	,	1,9,	0	0	0	0	0	0	Леса редкие угнетенные низкорослые (редкие карликовые)
7	71112100	3	,	9,	0	0	0	0	0	0	Буреломы (ветровалы)
7	71112200	3	,	9,	0	0	0	0	0	0	Горелые и сухостойные участки леса
7	71112300	3	,	9,	0	0	0	0	0	0	Вырубленные участки леса
7	71113000	3	,	1,9,62,	0	0	0	0	0	0	Поросль леса
7	71114000	1	79,	,	0	0	0	0	0	0	Стланик
7	71114000	3	79,	9,62,	0	0	0	0	0	0	Стланик
7	71121000	3	,	1,9,62,	0	0	0	0	0	0	Лесные питомники, молодые посадки
7	71122000	3	,	1,9,62,	0	0	0	0	0	0	Плантации древесных технических культур
7	71123000	3	,	1,9,62,	0	0	0	0	0	0	Фруктовые и цитрусовые сады
7	71123100	3	,	1,9,62,	0	0	0	0	0	0	Фруктовые и цитрусовые сады с виноградниками
7	71131000	2	57,	1,	0	0	0	0	0	0	Древесная растительность вдоль дорог, рек, улиц
7	71132000	1	16,	1,62,	0	0	0	0	0	0	Отдельные деревья
7	71211100	1	79,	1,9,62,	0	0	0	0	0	0	Кустарники колючие
7	71211100	3	79,	1,9,62,	0	0	0	0	0	0	Кустарники колючие
7	71211200	1	,	,	0	0	0	0	0	0	Кустарники обычные
7	71211200	2	,	1,9,	0	0	0	0	0	0	Кустарники обычные
7	71212000	3	79,	,	0	0	0	0	0	0	Бамбук (заросли)
7	71213000	3	84,	,	0	0	0	0	0	0	Мангровые заросли
7	71214000	1	79,	,	0	0	0	0	0	0	Саксаул
7	71214000	3	79,	,	0	0	0	0	0	0	Саксаул
7	71221000	3	,	1,9,62,	0	0	0	0	0	0	Плантации кустарниковых технических культур
7	71222000	3	,	9,	0	0	0	0	0	0	Виноградники
7	71224000	2	57,	1,	0	0	0	0	0	0	Кустарниковая растительность вдоль дорог, рек, улиц
7	71311000	3	,	9,	0	0	0	0	0	0	Травянистая растительность ,камышовая и тростниковая (заросли)
7	71312000	3	,	9,	0	0	0	0	0	0	Травянистая растительность высокотравная
7	71314000	3	,	9,	0	0	0	0	0	0	Травянистая растительность луговая
7	71321000	3	,	9,62,	0	0	0	0	0	0	Плантации травянистых технических культур
7	71322000	3	,	,	0	0	0	0	0	0	Рисовые поля
7	71610000	2	,	,	0	0	0	0	0	0	Просеки
7	71620000	3	64,	,	0	0	0	0	0	0	Лесные кварталы
7	72110000	3	,	9,	0	0	0	0	0	0	Каменистые поверхности (выход монолитных пород)
7	72120000	3	,	9,	0	0	0	0	0	0	Каменистые россыпи и щебеночные россыпи
7	72221000	3	,	9,	0	0	0	0	0	0	Поверхности полигональные
7	72222000	3	,	9,	0	0	0	0	0	0	Поверхности с буграми
7	72223000	3	,	9,	0	0	0	0	0	0	Кочковатые поверхности
7	72230000	3	,	9,	0	0	0	0	0	0	Галечниковые и гравийные поверхности
7	72240000	1	,	9,	0	0	0	0	0	0	Такыры
7	72240000	3	,	9,	0	0	0	0	0	0	Такыры
7	72251000	3	,	,	0	0	0	0	0	0	Пески барханные
7	72252000	3	,	,	0	0	0	0	0	0	Пески грядовые и дюнные
7	72253000	3	,	,	0	0	0	0	0	0	Пески бугристые
7	72254000	3	,	,	0	0	0	0	0	0	Пески лунковые и ячеистые
7	72255000	3	,	,	0	0	0	0	0	0	Пески ровные
7	72310000	3	63,	7,9,	0	0	0	0	0	0	Болота
7	72312000	3	63,	7,9,	0	0	0	0	0	0	Болота высокотравные
7	72315000	3	63,	7,9,	0	0	0	0	0	0	Болота кустарниковые
7	72316000	3	63,	7,9,	0	0	0	0	0	0	Болота с камышовой и тростниковой растительностью
7	72320000	3	63,	9,	0	0	0	0	0	0	Солончаки
7	76100000	2	,	116,	0	0	0	0	0	0	УЗ контура растительного покрова, грунтов и т.п.
7	76210000	1	,	102,	0	0	0	0	0	0	УЗ лиственного дерева в характеристике древостоя
7	76220000	1	,	102,	0	0	0	0	0	0	УЗ хвойного дерева в характеристике древостоя
7	76230000	1	,	102,	0	0	0	0	0	0	УЗ смешанного леса
7	76240000	1	,	102,	0	0	0	0	0	0	УЗ пальмы в характеристике древостоя
7	76310000	1	,	,	0	0	0	0	0	0	УЗ хвойного кустарника и стланика в характеристике
7	76320000	1	,	,	0	0	0	0	0	0	УЗ лиственного кустарника и стланика в характеристике
8	81110000	2	9,67,84,	,	0	0	0	0	0	0	Политико-административные границы (линия границы)
8	81111000	2	67,84,	,	0	0	0	0	0	0	Окраска линии границы
8	81120000	1	65,	9,	0	0	0	0	0	0	Пограничный знак
8	81140000	2	67,	,	0	0	0	0	0	0	Отдельные участки границ
8	81200000	2	67,	9,	0	0	0	0	0	0	Прочие границы
8	82100000	2	,	1,9,	0	0	0	0	0	0	Древние исторические стены
8	82200000	2	,	1,	0	0	0	0	0	0	Каменные, кирпичные стены и металлические ограды
8	86000000	3	6,70,	,	0	0	0	0	0	0	Компактно расположенные объекты (КРО)
8	87000000	0	9,74,116,	4,	0	0	0	0	0	0	Объекты, не имеющие определенного характера локализации
9	91000000	4	9,	,	0	0	0	0	0	0	Подписи географических названий
9	91000000	5	9,	,	0	0	0	0	0	0	Подписи географических названий
9	91000000	6	9,	,	0	0	0	0	0	0	Подписи географических названий
9	91100000	4	9,	,	0	0	0	0	0	0	Вторые названия географических объектов
9	91100000	5	9,	,	0	0	0	0	0	0	Вторые названия географических объектов
9	92000000	4	X179,	,	0	0	0	0	0	0	Подписи качественных и количественных характеристик
9	92000000	5	X179,	,	0	0	0	0	0	0	Подписи качественных и количественных характеристик
9	92000000	6	X179,	,	0	0	0	0	0	0	Подписи качественных и количественных характеристик
9	93000000	4	X179,	,	0	0	0	0	0	0	Подписи пояснительные
9	93000000	5	X179,	,	0	0	0	0	0	0	Подписи пояснительные
@
